WESTERN CONNECTICUT STATE UNIVERSITY,DANBURY,CT
CONNECTICUT COLLEGE,NEW LONDON,CT
HARTFORD SEMINARY,HARTFORD,CT
CHARTER OAK STATE COLLEGE,NEW BRITAIN,CT
WESLEYAN UNIVERSITY,MIDDLETOWN,CT
HOLY APOSTLES COLLEGE AND SEMINARY,CROMWELL,CT
UNIVERSITY OF CONNECTICUT,STORRS,CT
UNIVERSITY OF NEW HAVEN,WEST HAVEN,CT
THE CATHOLIC UNIVERSITY OF AMERICA,WASHINGTON,DC
THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT WASHINGTON DC,WASHINGTON,DC
PONTIFICAL JOHN PAUL II INSTITUTE FOR STUDIES ON MARRIAGE AND FAMILY,WASHINGTON,DC
DANIEL MORGAN GRADUATE SCHOOL OF NATIONAL SECURITY,WASHINGTON,DC
PONTIFICAL FACULTY OF THE IMMACULATE CONCEPTION AT THE DOMINICAN HOUSE OF STUDIES,WASHINGTON,DC
GALLAUDET UNIVERSITY,WASHINGTON,DC
UNIVERSITY OF THE DISTRICT OF COLUMBIA,WASHINGTON,DC
TRINITY WASHINGTON UNIVERSITY,WASHINGTON,DC
GEORGE WASHINGTON UNIVERSITY,WASHINGTON,DC
UNIVERSITY OF THE DISTRICT OF COLUMBIA-DAVID A CLARKE SCHOOL OF LAW,WASHINGTON,DC
AMERICAN UNIVERSITY,WASHINGTON,DC
GEORGETOWN UNIVERSITY,WASHINGTON,DC
WESLEY THEOLOGICAL SEMINARY,WASHINGTON,DC
UNIVERSITY OF THE POTOMAC-WASHINGTON DC CAMPUS,WASHINGTON,DC
STRAYER UNIVERSITY-GLOBAL REGION,WASHINGTON,DC
STRAYER UNIVERSITY-DISTRICT OF COLUMBIA,WASHINGTON,DC
HOWARD UNIVERSITY,WASHINGTON,DC
INSTITUTE OF WORLD POLITICS,WASHINGTON,DC
DELAWARE STATE UNIVERSITY,DOVER,DE
GOLDEY-BEACOM COLLEGE,WILMINGTON,DE
STRAYER UNIVERSITY-DELAWARE,WILMINGTON,DE
UNIVERSITY OF DELAWARE,NEWARK,DE
WILMINGTON UNIVERSITY,NEW CASTLE,DE
WESLEY COLLEGE,DOVER,DE
ADVENTHEALTH UNIVERSITY,ORLANDO,FL
WARNER UNIVERSITY,LAKE WALES,FL
FLORIDA POLYTECHNIC UNIVERSITY,LAKELAND,FL
ALBIZU UNIVERSITY-MIAMI,MIAMI,FL
AVE MARIA UNIVERSITY,AVE MARIA,FL
ROLLINS COLLEGE,WINTER PARK,FL
POLYTECHNIC UNIVERSITY OF PUERTO RICO-ORLANDO,ORLANDO,FL
UNIVERSITY OF SOUTH FLORIDA-ST PETERSBURG,ST. PETERSBURG,FL
SOUTHERN TECHNICAL COLLEGE,FORT MYERS,FL
HOBE SOUND BIBLE COLLEGE,HOBE SOUND,FL
PALM BEACH ATLANTIC UNIVERSITY,WEST PALM BEACH,FL
SAINT LEO UNIVERSITY,SAINT LEO,FL
FLORIDA SOUTHERN COLLEGE,LAKELAND,FL
DEVRY UNIVERSITY-FLORIDA,MIRAMAR,FL
MILLENNIA ATLANTIC UNIVERSITY,DORAL,FL
ALTIERUS CAREER COLLEGE-TAMPA,TAMPA,FL
FLORIDA GULF COAST UNIVERSITY,FORT MYERS,FL
ATLANTIS UNIVERSITY,MIAMI,FL
TALMUDIC COLLEGE OF FLORIDA,MIAMI BEACH,FL
FLORIDA COLLEGE OF INTEGRATIVE MEDICINE,ORLANDO,FL
RINGLING COLLEGE OF ART AND DESIGN,SARASOTA,FL
SAN IGNACIO UNIVERSITY,DORAL,FL
CITY COLLEGE-FORT LAUDERDALE,FORT LAUDERDALE,FL
TRINITY BAPTIST COLLEGE,JACKSONVILLE,FL
FLORIDA MEMORIAL UNIVERSITY,MIAMI GARDENS,FL
AMERICAN COLLEGE FOR MEDICAL CAREERS,ORLANDO,FL
STETSON UNIVERSITY,DELAND,FL
STRAYER UNIVERSITY-FLORIDA,TAMPA,FL
POLYTECHNIC UNIVERSITY OF PUERTO RICO-MIAMI,MIAMI,FL
JACKSONVILLE UNIVERSITY,JACKSONVILLE,FL
THE BAPTIST COLLEGE OF FLORIDA,GRACEVILLE,FL
FAITH THEOLOGICAL SEMINARY AND CHRISTIAN COLLEGE,TAMPA,FL
KEISER UNIVERSITY-FT LAUDERDALE,FORT LAUDERDALE,FL
WEST COAST UNIVERSITY-MIAMI,DORAL,FL
EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-DAYTONA BEACH,DAYTONA BEACH,FL
UNIVERSITY OF FORT LAUDERDALE,LAUDERHILL,FL
SAINT VINCENT DE PAUL REGIONAL SEMINARY,BOYNTON BEACH,FL
UNIVERSITY OF PHOENIX-FLORIDA,MIRAMAR,FL
EVERGLADES UNIVERSITY,BOCA RATON,FL
RASMUSSEN UNIVERSITY-FLORIDA,OCALA,FL
FULL SAIL UNIVERSITY,WINTER PARK,FL
BEACON COLLEGE,LEESBURG,FL
FAITH THEOLOGICAL SEMINARY AND CHRISTIAN COLLEGE,TAMPA,FL
TRINITY COLLEGE OF FLORIDA,TRINITY,FL
HOPE COLLEGE OF ARTS AND SCIENCES,POMPANO BEACH,FL
ACADEMY FOR FIVE ELEMENT ACUPUNCTURE,GAINESVILLE,FL
FLORIDA AGRICULTURAL AND MECHANICAL UNIVERSITY,TALLAHASSEE,FL
THE UNIVERSITY OF WEST FLORIDA,PENSACOLA,FL
ECKERD COLLEGE,SAINT PETERSBURG,FL
UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL
HODGES UNIVERSITY,FORT MYERS,FL
SOUTH UNIVERSITY-TAMPA,TAMPA,FL
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI,FL
TRINITY INTERNATIONAL UNIVERSITY-FLORIDA,MIAMI,FL
THE UNIVERSITY OF TAMPA,TAMPA,FL
SOUTH FLORIDA BIBLE COLLEGE AND THEOLOGICAL SEMINARY,DEERFIELD BEACH,FL
EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-WORLDWIDE,DAYTONA BEACH,FL
ST. THOMAS UNIVERSITY,MIAMI GARDENS,FL
FLAGLER COLLEGE,SAINT AUGUSTINE,FL
ARIZONA COLLEGE OF NURSING-TAMPA,TAMPA,FL
LYNN UNIVERSITY,BOCA RATON,FL
CITY COLLEGE-GAINESVILLE,GAINESVILLE,FL
SOUTH UNIVERSITY-WEST PALM BEACH,ROYAL PALM BEACH,FL
ACUPUNCTURE AND MASSAGE COLLEGE,MIAMI,FL
JOHNSON & WALES UNIVERSITY-NORTH MIAMI,NORTH MIAMI,FL
KEY COLLEGE,FORT LAUDERDALE,FL
SCHILLER INTERNATIONAL UNIVERSITY,TAMPA,FL
FLORIDA STATE UNIVERSITY,TALLAHASSEE,FL
NEW COLLEGE OF FLORIDA,SARASOTA,FL
UNIVERSITY OF MIAMI,CORAL GABLES,FL
AVE MARIA SCHOOL OF LAW,NAPLES,FL
UNIVERSITY OF FLORIDA-ONLINE,GAINESVILLE,FL
UNIVERSITY OF NORTH FLORIDA,JACKSONVILLE,FL
BETHUNE-COOKMAN UNIVERSITY,DAYTONA BEACH,FL
ST PETERSBURG COLLEGE,CLEARWATER,FL
FLORIDA INSTITUTE OF TECHNOLOGY,MELBOURNE,FL
HERZING UNIVERSITY-ORLANDO,WINTER PARK,FL
WEBBER INTERNATIONAL UNIVERSITY,BABSON PARK,FL
ATLANTIC INSTITUTE OF ORIENTAL MEDICINE,FORT LAUDERDALE,FL
CITY COLLEGE-MIAMI,MIAMI,FL
FLORIDA COASTAL SCHOOL OF LAW,JACKSONVILLE,FL
AI MIAMI INTERNATIONAL UNIVERSITY OF ART AND DESIGN,MIAMI,FL
UNIVERSITY OF FLORIDA,GAINESVILLE,FL
UNITED INTERNATIONAL COLLEGE,MIRAMAR,FL
EDWARD WATERS COLLEGE,JACKSONVILLE,FL
UNIVERSITY OF SOUTH FLORIDA-SARASOTA-MANATEE,SARASOTA,FL
EAST WEST COLLEGE OF NATURAL MEDICINE,SARASOTA,FL
UNIVERSITY OF CENTRAL FLORIDA,ORLANDO,FL
FLORIDA INSTITUTE OF TECHNOLOGY-ONLINE,MELBOURNE,FL
ST. JOHN VIANNEY COLLEGE SEMINARY,MIAMI,FL
CHAMBERLAIN UNIVERSITY-FLORIDA,JACKSONVILLE,FL
JOSE MARIA VARGAS UNIVERSITY,PEMBROKE PINES,FL
DRAGON RISES COLLEGE OF ORIENTAL MEDICINE,GAINESVILLE,FL
SOUTHEASTERN UNIVERSITY,LAKELAND,FL
REMINGTON COLLEGE-HEATHROW CAMPUS,LAKE MARY,FL
YESHIVAH GEDOLAH RABBINICAL COLLEGE,MIAMI BEACH,FL
JOHNSON UNIVERSITY FLORIDA,KISSIMMEE,FL
ARIZONA COLLEGE OF NURSING-FORT LAUDERDALE,FORT LAUDERDALE,FL
UNIVERSAL TRINITY COLLEGE,MIAMI,FL
NOVA SOUTHEASTERN UNIVERSITY,FORT LAUDERDALE,FL
FLORIDA ATLANTIC UNIVERSITY,BOCA RATON,FL
FLORIDA COLLEGE,TEMPLE TERRACE,FL
BARRY UNIVERSITY,MIAMI,FL
COVENANT COLLEGE,LOOKOUT MOUNTAIN,GA
CLAYTON STATE UNIVERSITY,MORROW,GA
GEORGIA SOUTHWESTERN STATE UNIVERSITY,AMERICUS,GA
OGLETHORPE UNIVERSITY,ATLANTA,GA
CLARK ATLANTA UNIVERSITY,ATLANTA,GA
CHAMBERLAIN UNIVERSITY-GEORGIA,ATLANTA,GA
UNIVERSITY OF GEORGIA,ATHENS,GA
PAINE COLLEGE,AUGUSTA,GA
GEORGIA SOUTHERN UNIVERSITY,STATESBORO,GA
LIFE UNIVERSITY,MARIETTA,GA
SOUTH GEORGIA STATE COLLEGE,DOUGLAS,GA
DEVRY UNIVERSITY-GEORGIA,DECATUR,GA
HERZING UNIVERSITY-ATLANTA,ATLANTA,GA
THOMAS UNIVERSITY,THOMASVILLE,GA
UNIVERSITY OF NORTH GEORGIA,DAHLONEGA,GA
FORT VALLEY STATE UNIVERSITY,FORT VALLEY,GA
ATLANTA'S JOHN MARSHALL LAW SCHOOL,ATLANTA,GA
SHORTER UNIVERSITY,ROME,GA
STRAYER UNIVERSITY-GEORGIA,ATLANTA,GA
UNIVERSITY OF WEST GEORGIA,CARROLLTON,GA
TRUETT MCCONNELL UNIVERSITY,CLEVELAND,GA
GEORGIA GWINNETT COLLEGE,LAWRENCEVILLE,GA
LUTHER RICE COLLEGE & SEMINARY,LITHONIA,GA
SOUTH UNIVERSITY-SAVANNAH,SAVANNAH,GA
KENNESAW STATE UNIVERSITY,KENNESAW,GA
GEORGIA COLLEGE & STATE UNIVERSITY,MILLEDGEVILLE,GA
WESLEYAN COLLEGE,MACON,GA
COASTAL PINES TECHNICAL COLLEGE,WAYCROSS,GA
BERRY COLLEGE,MOUNT BERRY,GA
THE ART INSTITUTE OF ATLANTA,ATLANTA,GA
EMMANUEL COLLEGE,FRANKLIN SPRINGS,GA
COLUMBUS STATE UNIVERSITY,COLUMBUS,GA
VALDOSTA STATE UNIVERSITY,VALDOSTA,GA
PIEDMONT UNIVERSITY,DEMOREST,GA
LAGRANGE COLLEGE,LAGRANGE,GA
SAVANNAH LAW SCHOOL,SAVANNAH,GA
SAVANNAH STATE UNIVERSITY,SAVANNAH,GA
REFORMED UNIVERSITY,LAWRENCEVILLE,GA
NATIONAL AMERICAN UNIVERSITY-KINGS BAY,KINGS BAY,GA
CENTRAL GEORGIA TECHNICAL COLLEGE,WARNER ROBINS,GA
INTERDENOMINATIONAL THEOLOGICAL CENTER,ATLANTA,GA
GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,ATLANTA,GA
MOREHOUSE SCHOOL OF MEDICINE,ATLANTA,GA
SOUTH UNIVERSITY-SAVANNAH ONLINE,SAVANNAH,GA
BREWTON-PARKER COLLEGE,MOUNT VERNON,GA
EMORY UNIVERSITY,ATLANTA,GA
AMERICAN INTERCONTINENTAL UNIVERSITY-ATLANTA,ATLANTA,GA
GEORGIA STATE UNIVERSITY,ATLANTA,GA
REINHARDT UNIVERSITY,WALESKA,GA
COLUMBIA THEOLOGICAL SEMINARY,DECATUR,GA
HELMS COLLEGE,MACON,GA
GEORGIA MILITARY COLLEGE,MILLEDGEVILLE,GA
MIDDLE GEORGIA STATE UNIVERSITY,MACON,GA
SAVANNAH COLLEGE OF ART AND DESIGN,SAVANNAH,GA
POINT UNIVERSITY,WEST POINT,GA
NATIONAL AMERICAN UNIVERSITY-KINGS BAY,KINGS BAY,GA
BRENAU UNIVERSITY,GAINESVILLE,GA
ALBANY STATE UNIVERSITY,ALBANY,GA
MERCER UNIVERSITY,MACON,GA
AUGUSTA UNIVERSITY,AUGUSTA,GA
TOCCOA FALLS COLLEGE,TOCCOA FALLS,GA
BEULAH HEIGHTS UNIVERSITY,ATLANTA,GA
UNIVERSITY OF PHOENIX-GEORGIA,ATLANTA,GA
DALTON STATE COLLEGE,DALTON,GA
AGNES SCOTT COLLEGE,DECATUR,GA
SPELMAN COLLEGE,ATLANTA,GA
MOREHOUSE COLLEGE,ATLANTA,GA
PACIFIC ISLANDS UNIVERSITY,MANGILAO,GU
UNIVERSITY OF GUAM,MANGILAO,GU
UNIVERSITY OF HAWAII AT HILO,HILO,HI
HAWAII PACIFIC UNIVERSITY,HONOLULU,HI
UNIVERSITY OF HAWAII AT MANOA,HONOLULU,HI
INSTITUTE OF CLINICAL ACUPUNCTURE & ORIENTAL MED,HONOLULU,HI
UNIVERSITY OF PHOENIX-HAWAII,KAPOLEI,HI
PACIFIC RIM CHRISTIAN UNIVERSITY,HONOLULU,HI
BRIGHAM YOUNG UNIVERSITY-HAWAII,LAIE,HI
CHAMINADE UNIVERSITY OF HONOLULU,HONOLULU,HI
UNIVERSITY OF HAWAII-WEST OAHU,KAPOLEI,HI
BUENA VISTA UNIVERSITY,STORM LAKE,IA
GRINNELL COLLEGE,GRINNELL,IA
IOWA STATE UNIVERSITY,AMES,IA
DRAKE UNIVERSITY,DES MOINES,IA
MORNINGSIDE COLLEGE,SIOUX CITY,IA
EMMAUS BIBLE COLLEGE,DUBUQUE,IA
UNIVERSITY OF NORTHERN IOWA,CEDAR FALLS,IA
ALLEN COLLEGE,WATERLOO,IA
SHILOH UNIVERSITY,KALONA,IA
DES MOINES UNIVERSITY-OSTEOPATHIC MEDICAL CENTER,DES MOINES,IA
COE COLLEGE,CEDAR RAPIDS,IA
LUTHER COLLEGE,DECORAH,IA
DIVINE WORD COLLEGE,EPWORTH,IA
MOUNT MERCY UNIVERSITY,CEDAR RAPIDS,IA
BRIAR CLIFF UNIVERSITY,SIOUX CITY,IA
PALMER COLLEGE OF CHIROPRACTIC,DAVENPORT,IA
HAMILTON TECHNICAL COLLEGE,DAVENPORT,IA
WARTBURG COLLEGE,WAVERLY,IA
UNIVERSITY OF IOWA,IOWA CITY,IA
LORAS COLLEGE,DUBUQUE,IA
MERCY COLLEGE OF HEALTH SCIENCES,DES MOINES,IA
DORDT UNIVERSITY,SIOUX CENTER,IA
MAHARISHI INTERNATIONAL UNIVERSITY,FAIRFIELD,IA
SAINT AMBROSE UNIVERSITY,DAVENPORT,IA
WILLIAM PENN UNIVERSITY,OSKALOOSA,IA
FAITH BAPTIST BIBLE COLLEGE AND THEOLOGICAL SEMINARY,ANKENY,IA
CENTRAL COLLEGE,PELLA,IA
CLARKE UNIVERSITY,DUBUQUE,IA
GRACELAND UNIVERSITY-LAMONI,LAMONI,IA
NORTHWESTERN COLLEGE,ORANGE CITY,IA
CORNELL COLLEGE,MOUNT VERNON,IA
GRAND VIEW UNIVERSITY,DES MOINES,IA
WALDORF UNIVERSITY,FOREST CITY,IA
IOWA WESLEYAN UNIVERSITY,MOUNT PLEASANT,IA
UPPER IOWA UNIVERSITY,FAYETTE,IA
UNIVERSITY OF DUBUQUE,DUBUQUE,IA
SIMPSON COLLEGE,INDIANOLA,IA
WARTBURG THEOLOGICAL SEMINARY,DUBUQUE,IA
LEWIS-CLARK STATE COLLEGE,LEWISTON,ID
UNIVERSITY OF IDAHO,MOSCOW,ID
THE COLLEGE OF IDAHO,CALDWELL,ID
BOISE BIBLE COLLEGE,BOISE,ID
BRIGHAM YOUNG UNIVERSITY-IDAHO,REXBURG,ID
BOISE STATE UNIVERSITY,BOISE,ID
NORTHWEST NAZARENE UNIVERSITY,NAMPA,ID
IDAHO COLLEGE OF OSTEOPATHIC MEDICINE,MERIDIAN,ID
STEVENS-HENAGER COLLEGE,IDAHO FALLS,ID
STEVENS-HENAGER COLLEGE,BOISE,ID
PROVO COLLEGE-IDAHO FALLS CAMPUS,IDAHO FALLS,ID
IDAHO COLLEGE OF OSTEOPATHIC MEDICINE,MERIDIAN,ID
IDAHO STATE UNIVERSITY,POCATELLO,ID
NEW SAINT ANDREWS COLLEGE,MOSCOW,ID
EAGLE GATE COLLEGE-BOISE CAMPUS,BOISE,ID
ROBERT MORRIS UNIVERSITY ILLINOIS,CHICAGO,IL
NORTHEASTERN ILLINOIS UNIVERSITY,CHICAGO,IL
RUSH UNIVERSITY,CHICAGO,IL
CHAMBERLAIN UNIVERSITY-ILLINOIS,ADDISON,IL
UNIVERSITY OF SAINT MARY OF THE LAKE,MUNDELEIN,IL
ILLINOIS COLLEGE,JACKSONVILLE,IL
WHEATON COLLEGE,WHEATON,IL
AMERICAN ACADEMY OF ART,CHICAGO,IL
MOODY BIBLE INSTITUTE,CHICAGO,IL
MIDWEST COLLEGE OF ORIENTAL MEDICINE-EVANSTON,EVANSTON,IL
UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN,CHAMPAIGN,IL
ST. JOHN'S COLLEGE-DEPARTMENT OF NURSING,SPRINGFIELD,IL
SPERTUS COLLEGE,CHICAGO,IL
LINCOLN COLLEGE,LINCOLN,IL
SOUTHERN ILLINOIS UNIVERSITY-EDWARDSVILLE,EDWARDSVILLE,IL
NORTHWESTERN UNIVERSITY,EVANSTON,IL
ILLINOIS WESLEYAN UNIVERSITY,BLOOMINGTON,IL
QUINCY UNIVERSITY,QUINCY,IL
UNIVERSITY OF ILLINOIS CHICAGO,CHICAGO,IL
NORTHERN ILLINOIS UNIVERSITY,DEKALB,IL
NATIONAL UNIVERSITY OF HEALTH SCIENCES,LOMBARD,IL
BRADLEY UNIVERSITY,PEORIA,IL
OLIVET NAZARENE UNIVERSITY,BOURBONNAIS,IL
DOMINICAN UNIVERSITY,RIVER FOREST,IL
TOYOTA TECHNOLOGICAL INSTITUTE AT CHICAGO,CHICAGO,IL
UNIVERSITY OF PHOENIX-ILLINOIS,CHICAGO,IL
MILLIKIN UNIVERSITY,DECATUR,IL
UNIVERSITY OF ST FRANCIS,JOLIET,IL
MONMOUTH COLLEGE,MONMOUTH,IL
NORTH CENTRAL COLLEGE,NAPERVILLE,IL
BENEDICTINE UNIVERSITY,LISLE,IL
METHODIST COLLEGE,PEORIA,IL
PRINCIPIA COLLEGE,ELSAH,IL
ELMHURST UNIVERSITY,ELMHURST,IL
JUDSON UNIVERSITY,ELGIN,IL
UNIVERSITY OF CHICAGO,CHICAGO,IL
AURORA UNIVERSITY,AURORA,IL
CONCORDIA UNIVERSITY-CHICAGO,RIVER FOREST,IL
LUTHERAN SCHOOL OF THEOLOGY AT CHICAGO,CHICAGO,IL
THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT CHICAGO,CHICAGO,IL
EASTERN ILLINOIS UNIVERSITY,CHARLESTON,IL
VANDERCOOK COLLEGE OF MUSIC,CHICAGO,IL
RESURRECTION UNIVERSITY,CHICAGO,IL
TRINITY COLLEGE OF NURSING & HEALTH SCIENCES,ROCK ISLAND,IL
WESTERN ILLINOIS UNIVERSITY,MACOMB,IL
LAKEVIEW COLLEGE OF NURSING,DANVILLE,IL
LINCOLN CHRISTIAN UNIVERSITY,LINCOLN,IL
ILLINOIS STATE UNIVERSITY,NORMAL,IL
ILLINOIS INSTITUTE OF TECHNOLOGY,CHICAGO,IL
KNOX COLLEGE,GALESBURG,IL
BLESSING RIEMAN COLLEGE OF NURSING AND HEALTH SCIENCES,QUINCY,IL
NORTH PARK UNIVERSITY,CHICAGO,IL
CHICAGO THEOLOGICAL SEMINARY,CHICAGO,IL
BLACKBURN COLLEGE,CARLINVILLE,IL
LEWIS UNIVERSITY,ROMEOVILLE,IL
MEADVILLE LOMBARD THEOLOGICAL SCHOOL,CHICAGO,IL
ROOSEVELT UNIVERSITY,CHICAGO,IL
THE JOHN MARSHALL LAW SCHOOL,CHICAGO,IL
CATHOLIC THEOLOGICAL UNION AT CHICAGO,CHICAGO,IL
NORTHSHORE UNIVERSITY HEALTHSYSTEM SCHOOL OF NURSE ANESTHESIA,EVANSTON,IL
GREENVILLE UNIVERSITY,GREENVILLE,IL
INSTITUTE FOR CLINICAL SOCIAL WORK,CHICAGO,IL
TRINITY INTERNATIONAL UNIVERSITY-ILLINOIS,DEERFIELD,IL
LAKE FOREST GRADUATE SCHOOL OF MANAGEMENT,LAKE FOREST,IL
AMERICAN ISLAMIC COLLEGE,CHICAGO,IL
ERIKSON INSTITUTE,CHICAGO,IL
SAINT XAVIER UNIVERSITY,CHICAGO,IL
ILLINOIS COLLEGE OF OPTOMETRY,CHICAGO,IL
LOYOLA UNIVERSITY CHICAGO,CHICAGO,IL
TRINITY CHRISTIAN COLLEGE,PALOS HEIGHTS,IL
ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIENCE,NORTH CHICAGO,IL
MCCORMICK THEOLOGICAL SEMINARY,CHICAGO,IL
GARRETT-EVANGELICAL THEOLOGICAL SEMINARY,EVANSTON,IL
ADLER UNIVERSITY,CHICAGO,IL
MCKENDREE UNIVERSITY,LEBANON,IL
MIDWESTERN UNIVERSITY-DOWNERS GROVE,DOWNERS GROVE,IL
DEPAUL UNIVERSITY,CHICAGO,IL
NORTHERN BAPTIST THEOLOGICAL SEMINARY,LISLE,IL
EUREKA COLLEGE,EUREKA,IL
SAE INSTITUTE OF TECHNOLOGY-CHICAGO,CHICAGO,IL
UNIVERSITY OF ILLINOIS SPRINGFIELD,SPRINGFIELD,IL
SAINT ANTHONY COLLEGE OF NURSING,ROCKFORD,IL
HEBREW THEOLOGICAL COLLEGE,SKOKIE,IL
TELSHE YESHIVA-CHICAGO,CHICAGO,IL
DEVRY UNIVERSITY-ILLINOIS,CHICAGO,IL
NATIONAL LOUIS UNIVERSITY,CHICAGO,IL
"BEXLEY HALL SEABURY WESTERN THEOLOGICAL SEMINARY FEDERATION, INC.",CHICAGO,IL
CHICAGO STATE UNIVERSITY,CHICAGO,IL
EAST-WEST UNIVERSITY,CHICAGO,IL
SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING,PEORIA,IL
PACIFIC COLLEGE OF HEALTH SCIENCE-CHICAGO,CHICAGO,IL
COLUMBIA COLLEGE CHICAGO,CHICAGO,IL
GOVERNORS STATE UNIVERSITY,UNIVERSITY PARK,IL
ROCKFORD UNIVERSITY,ROCKFORD,IL
AUGUSTANA COLLEGE,ROCK ISLAND,IL
LAKE FOREST COLLEGE,LAKE FOREST,IL
SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,CARBONDALE,IL
MACMURRAY COLLEGE,JACKSONVILLE,IL
SCHOOL OF THE ART INSTITUTE OF CHICAGO,CHICAGO,IL
INDIANA INSTITUTE OF TECHNOLOGY,FORT WAYNE,IN
UNIVERSITY OF NOTRE DAME,NOTRE DAME,IN
UNIVERSITY OF EVANSVILLE,EVANSVILLE,IN
WABASH COLLEGE,CRAWFORDSVILLE,IN
UNION BIBLE COLLEGE,WESTFIELD,IN
UNIVERSITY OF SAINT FRANCIS-FORT WAYNE,FORT WAYNE,IN
AMERICAN COLLEGE OF EDUCATION,INDIANAPOLIS,IN
CONCORDIA THEOLOGICAL SEMINARY,FORT WAYNE,IN
VERITAS BAPTIST COLLEGE,GREENDALE,IN
INDIANA STATE UNIVERSITY,TERRE HAUTE,IN
GRACE COLLEGE AND THEOLOGICAL SEMINARY,WINONA LAKE,IN
CALUMET COLLEGE OF SAINT JOSEPH,WHITING,IN
PURDUE UNIVERSITY NORTHWEST,HAMMOND,IN
TRINE UNIVERSITY,ANGOLA,IN
OAKLAND CITY UNIVERSITY,OAKLAND CITY,IN
PURDUE UNIVERSITY-MAIN CAMPUS,WEST LAFAYETTE,IN
GOSHEN COLLEGE,GOSHEN,IN
MARIAN UNIVERSITY,INDIANAPOLIS,IN
PURDUE UNIVERSITY FORT WAYNE,FORT WAYNE,IN
INDIANA WESLEYAN UNIVERSITY-NATIONAL & GLOBAL,MARION,IN
PURDUE UNIVERSITY GLOBAL,WEST LAFAYETTE,IN
INDIANA WESLEYAN UNIVERSITY-MARION,MARION,IN
UNIVERSITY OF INDIANAPOLIS,INDIANAPOLIS,IN
INDIANA UNIVERSITY-SOUTH BEND,SOUTH BEND,IN
INTERNATIONAL BUSINESS COLLEGE-FORT WAYNE,FORT WAYNE,IN
HUNTINGTON UNIVERSITY,HUNTINGTON,IN
SAINT MEINRAD SCHOOL OF THEOLOGY,ST. MEINRAD,IN
NATIONAL AMERICAN UNIVERSITY-INDIANAPOLIS,INDIANAPOLIS,IN
BETHEL UNIVERSITY,MISHAWAKA,IN
SAINT MARY'S COLLEGE,NOTRE DAME,IN
HORIZON UNIVERSITY,INDIANAPOLIS,IN
MID-AMERICA COLLEGE OF FUNERAL SERVICE,JEFFERSONVILLE,IN
INDIANA INSTITUTE OF TECHNOLOGY-COLLEGE OF PROFESSIONAL STUDIES,FORT WAYNE,IN
EARLHAM COLLEGE,RICHMOND,IN
INDIANA UNIVERSITY-PURDUE UNIVERSITY-INDIANAPOLIS,INDIANAPOLIS,IN
HANOVER COLLEGE,HANOVER,IN
VALPARAISO UNIVERSITY,VALPARAISO,IN
INDIANA UNIVERSITY-SOUTHEAST,NEW ALBANY,IN
DEPAUW UNIVERSITY,GREENCASTLE,IN
INDIANA UNIVERSITY-EAST,RICHMOND,IN
ANDERSON UNIVERSITY,ANDERSON,IN
HOLY CROSS COLLEGE,NOTRE DAME,IN
SAINT MARY-OF-THE-WOODS COLLEGE,SAINT MARY OF THE WOODS,IN
CHAMBERLAIN UNIVERSITY-INDIANA,INDIANAPOLIS,IN
INDIANA UNIVERSITY-KOKOMO,KOKOMO,IN
TAYLOR UNIVERSITY,UPLAND,IN
BALL STATE UNIVERSITY,MUNCIE,IN
CHRISTIAN THEOLOGICAL SEMINARY,INDIANAPOLIS,IN
JOHN PATRICK UNIVERSITY OF HEALTH AND APPLIED SCIENCES,SOUTH BEND,IN
FRANKLIN COLLEGE,FRANKLIN,IN
UNIVERSITY OF SOUTHERN INDIANA,EVANSVILLE,IN
MARTIN UNIVERSITY,INDIANAPOLIS,IN
DEVRY UNIVERSITY-INDIANA,MERRILLVILLE,IN
BETHANY THEOLOGICAL SEMINARY,RICHMOND,IN
ANABAPTIST MENNONITE BIBLICAL SEMINARY,ELKHART,IN
MANCHESTER UNIVERSITY,NORTH MANCHESTER,IN
INDIANA UNIVERSITY-NORTHWEST,GARY,IN
BUTLER UNIVERSITY,INDIANAPOLIS,IN
TRINE UNIVERSITY-REGIONAL/NON-TRADITIONAL CAMPUSES,FORT WAYNE,IN
INDIANA UNIVERSITY-BLOOMINGTON,BLOOMINGTON,IN
ROSE-HULMAN INSTITUTE OF TECHNOLOGY,TERRE HAUTE,IN
WASHBURN UNIVERSITY,TOPEKA,KS
KANSAS CHRISTIAN COLLEGE,OVERLAND PARK,KS
DONNELLY COLLEGE,KANSAS CITY,KS
GRANTHAM UNIVERSITY,LENEXA,KS
BETHANY COLLEGE,LINDSBORG,KS
CENTRAL CHRISTIAN COLLEGE OF KANSAS,MCPHERSON,KS
